author,text,classification
@Nick_Negron,"The worst part about this video is knowing that Zoey probably scratched her balls right before this interview, and then grabbed Benâ€™s neck",1
@ReeseChown,Tur could be an alien from Mars and Ben still got punked.,1
@thebigdog2897,Cant fix stupid shapiros right,1
@kaneidareyue7715,No female would put their arms around a male and threating to end his life on national tv. That's definitely a man.,1
@dennisfleming7772,Brave  ? Liar and a cheater his whole life.,1
@mu9284,The black guy is busy saving his face. Ben is speaking facts.,1
@UtterlyClueless1,"So why do I have to accept that misgendering is aggregiously insulting when telling me that doing so is insulting TO ME because it goes against everything I understand in the world as well as cold hard facts???? 

Attention. Seeking. Sluts.

Or maybe whores, probably get paid for it.",1
@ishmaelfrancois,STOP entertaining foolishness.,1
@chriss4365,If i put a chevy sticker on my ford can everyone call it a chevy because it wants to become a chevy.,0
@balalunga1,That black guy just wanted to make sure he still can visit his liberal friends in california after this show.,1
@hervev.1841,You can disagree with trans activism but you must stay polite and respectfull. This little boy is an ass.,1
@Mr.Doss91,"I love this guy, he says how it is and is not sorry.
And don't you love how  disfunctional people instantly turn to threats once they've been called out on their BSðŸ˜_x0081_ And I'm calling some serious favoritism. Because I like how the host got all b*****
Because of supposed disrespectful words were used, Towards the freak. but that He/She can sit there and physically threaten harm on people.ðŸ¤”ðŸ¤”ðŸ¤” And that's absolutely okay?.  Again, that's acceptable for a political debate.
Seems to have the lashing out irrationally and reacting on  emotion part down right? Definitely some bitch in there.ðŸ˜‚",1
@INEEDMOREBLEACH,A woman wouldnt grab a mans neck and tell him he'll go home in an ambulance cuz something he saud upset her.,0
@Hinzey98,"Zoey is not a woman he is a male, with male hormones organs bone structure, bone density and Chromosomes XY.",1
@Trujillo4u,This is bull shit this is bull shit,1
@RiceBoy1975,2:11 that was funny,0
@andrewfields8556,Dang... what world am I living in. We are living in a circus and the joke is on us!,1
@iangriffiths7214,Its a bloke in a dress end of,1
@adonai383,He,0
@rossanapineda7949,Just seeing that guy dressed in woman's clothes makes me sick. He's disgusting!!,1
@Daxx_lamb,Where can I find full video,0
@cynthiamorales9453,Yea HE really acted like a woman ðŸ™„,1
@gabrielknights,Everyone on stage is AFraid to be on that train...  Our kids will not be doom...,0
@gabrielknights,I'm not on that train...?  Would you date him/her/male/crazy???,1
@7empest269,"Personally insults person to his right, gets a threat back after he talked over the most offended person by his own comment. And backtracks to play the victim afterwards.",0
@jimmyblanka6025,Assault.,1
@szpinaktof,ðŸ_x008f_³ï¸_x008f_â€_x008d_ðŸŒˆ are liars!,
@RobertSpradlin,Good for her. ðŸŽ‰,0
@TheCmac1966,I love when Ben Shapiro is exposed for tge little bitch he is. Zoe Tur is twice tge man AND woman Shapiro will ever be.,1
@teaganlampe9443,these comments are full of brainwashed cis male misogynists. so sad.,1
@teaganlampe9443,SHE ATE HIM TF UP â_x009d_¤â_x009d_¤â_x009d_¤,
@myyyles,Ben just shouldâ€™ve gendered her correctly. ðŸ¤·ðŸ_x008f_»â€_x008d_â™‚ï¸_x008f_ Go her!,1
@Sagegabs,I'm on Ben's side but it was hilarious to see his face when the big dud with long hair threatened him ðŸ˜‚,1
@cn-wk1cx,Zoey you donâ€™t threaten to go home in an ambulance. You go to hospital in an ambulance. ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
@cn-wk1cx,Zoey is unfemine in ambulance threat,1
@argav_redv,"If I was Ben on that spot, I would just ""Now he's come out, now we're talking""",0
@antmanatthemoment7233,"Saying something you don't like is not a justification for threatening that person with violence, that just shows that you're a thin skinned bully",1
@oisinm332,"Ah yes, I feel I am something somehow means I am that thing. No that is not how reality works.",0
@tonilong3624,What a horrible person.....how dare he touch him AND EVERYONE KNOWS you dont go home in an ambulance you go to hospital....,1
@colliric,"About the only time I agreed with Ben Neocon Shapiro.

He was the better man choosing to make a joke about the highly masculine threat. ðŸ˜‚ðŸ˜‚ðŸ˜‚",1
@cashbabies2914,I donâ€™t like how the whole panel acted as if he was the delusional one. They were/are scared to tell it like it is to protect their jobs & rep,0
@williamkelly5567,All sinners need to REPENT.death comes for us all,1
@williamkelly5567,Attention Zoe. God made you a man.when you die.your bones will say you are a man.  Did Satan tell you how to answer that,1
@williamkelly5567,What does God Almighty say about you,0
@laccosta,"Para ser justo vc chamou ele de ele, entao ele pode te matar.",
@laccosta,"O cara com medinho ""nao to nesse trem""",
@mattbarnes1739,All these trans need a fucking wake up call,1
@Getthetruth5,Facts are facts,0
@DexterMorgan-o1t,Ben Shapiro was afraid disprove he's coward he's the definition of beta hes not he's definitely not a alpha male,1
@horimo8920,This interview with everyone in the room (except ben) aged like milk. ðŸ¤¢,1
@ant5963,this made bens career,0
@mariadinn4441,Physical assault on a political debate?!  Catilyn revealed herself as the coward that she is.,1
@szpinaktof,He or she is so aggresive.,1
@conorglennon2064,There are no nonbinary it doesn't exist,0
@charliefu1104,Still a male. Years after his death his bone structure will be clasified as a male.,1
@crisantosnazario3051,"The ""creep"" that threatened Ben Shapiro with, ""You will be going home in an ambulance"", ... did not make sense...Ambulances take you to a hospital, not your home.",1
@hasanalmamun7842,Thus the man comes out,0
@harambe5131,Lmao calling Dr.Drew a doctor is like calling me King Kong,1
@exbronco,America really is fucked.,1
@175bpmjumpupnurofunk2,Zoe is a real man ðŸ˜‚,0
@windsurfingwallstreet6102,"If "" she "" is so committed, then ""she"" should remove "" her "" balls and penis, then  she is truly committed.",1
@victorcoria1122,I was a moose once,1
@Ex-Muslim_aamir,Well depicted in South Park season 19 episode 1,0
@chuckchizzle,He should have taken the opportunity to slap that bish.,1
@billypoker7822,That transgender dude who is twice Benâ€™s size hreatening to beat him into an ambulance is so brave.,0
@billypoker7822,That transgender dude who is twice Benâ€™s size,0
@billypoker7822,Transgender,
@billypoker7822,"That transgender dude who is twice Benâ€™s size, threatening to beat him into an ambulance is so brave.",0
@oliver69cork46,Thats the difference between intelligence and being a brute bully disguised as a 'woman'!!,1
@susanthejew6351,zoey tur(d),1
@donallen7313,All you right-wing thumbsuckers are snowflakes and I wouldâ€™ve killed to see Ben get his ass kicked,1
@hi_hello691,Look how aggressive he is because he is a male not a female..,1
@kakameng2612,Delusion dead ON !,1
@kakameng2612,Bravest thing you can do lol yeah cutting off your cannoli and balls isnâ€™t brave itâ€™s fucking crazy lol,1
@CharlieTurner-u5c,Mate no more bloody debates just get it on already you bloody loons ben shapiro is so bloody in love with them its funny ooh you are icky you have a weenie lady,1
@charliee5970,Great news!! This ex Navy Seal detransitioned and renounced transgenderism as a cult. Sweet victory,1
@icedog731,Hahhahaha Ben is so soft itâ€™s amazing,0
@babybat_69,She slayed fr,0
@nsdlsarn,Is a Man period!,0
@ShowToddSomeLove,You can tell he thinks of her as a woman because he wouldn't dare talk to a man that way,0
@omnisomniferum,That man zoey tur is a scumbag.,1
@nibornnyw3185,"That guy is a bully, like all of them.",1
@RandomRads,"Isnâ€™t pedophilia a sexual orientation just like hetero, homo or animal intercourse?

My pronouns: 
Ik/Ikswa/Ikswak
Now pronounce properly or else Iâ€™ll be offended.
Oh! by the way pronouns are subject to change without a prior notice. Go figure! ðŸ˜…",1
@derekstaplin1007,"Thank You, Ben! As  once said: ""Let the facts be submitted to a candid world.""",0
@devoiddude,"2:08 charming and not one them called HIM on it, yes i called him a he because guess he has a penis and he's a man!",1
@devoiddude,"its not her its him, moron.",1
@daniwhite3027,Ben stood his ground.,0
@LAKERS4LIFE247,ðŸ˜‚,
@doodleng-lz2pd,So a mice can get an elephant pregnant. Cause the mice identify as an elephant. What happened to common sense!,1
@Tsagia,"Mascular guy who pretends to be a woman,threatens Shapiro: ""You'll go home in an ambulance"". Remember that episode from Southpark with the Strong Woman competition?",0
@madronepascal142,The thing in the middle is disgusting! What a creature ! Threatening someone like a man would and then saying donâ€™t call me sir! ðŸ˜‚ðŸ˜‚ðŸ˜‚ weirdo,1
@wsnt,LMAO,
@ItsAdamFleming,Zoey is a fucking legend,1
@leemayjr6725,"Imagine if everyone straight said that to any gay person they came in contact with ,â€_x009d_ cut that out now or you will go home in a ambulanceâ€_x009d_",1
@vernsterkcufouy1462,"He, she, they ,it,  threatened bodily harm.  I would have pressed charges. Not very lady like.  That's because he's not a lady.  That's the male testosterone talking.",1
@Destinyk775,"Fun fact: an ambulance doesn't take u home...it takes u to a hospital ðŸ˜‚

Zoey (Bob) is an idiotðŸ˜‚ðŸ˜‚",1
@chinmaypande6964,"â€œBeing trans is the bravest thing u can doâ€_x009d_ absolutely true fighting wars, working on oil rigs and going to space is for cowards",1
@yerdadsellsavon5630,This is battery. But charging would be scandalous,0
@elonif4125,I just want to wish everyone who reads this a great day. Thought it would be nice to have a tiny bit positivity.,0
@brenthill3241,They lose it when it comes down to thuggery,0
@gootyobt2032,"I wish Ben would have said, ""Ambulences dont take you home, they take you to a hospital."" ðŸ˜‚",0
@crash_the_agitator,"Call me out of pocket on live TV and I'm beating your ass.

Frankly, Ben got off light.",1
@davidesgro2193,This person threatens violence because Ben Shapiro says something that they donâ€™t like ??  And the people around this person defend this persons actions ?   Itâ€™s ridiculous bullying,1
@tsgtezzy,"Board Girls
South Park: Season 23, Episode 7",0
@riffwizardsupreme,ben the twerp incapable of satisfying women (let alone his own wife),1
@keifer7813,How can you let another man grab you by the neck like that ðŸ˜‚,0
@leeorelirone8540,Itâ€™s rude for Ben to say â€œyou are not a biological womanâ€_x009d_ but he /she can tell him â€œ go home in an ambulance â€œ lol crazy,0
@LeFam84,so womenlike,1
@des9772,Wonder what zoe turd is doing now,0
@ericsimonson8540,"They ganged up on Ben, but heâ€™s right and they are delusional. Sad people go along with this feeding into their delusionâ€¦",0
@Mikekramercomedy,"""You're not being polite to the pronouns."" The most ridiculous statement in the history of television.",1
@Ð_x009d_Ð¸ÐºÐ¾Ð»Ð°Ð‘Ð¾Ð´ÑƒÑ€Ð¾Ð²-Ñ€2Ñ‚,"""I am gonna call IT, she""ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",
@wildlifecasas746,Thatâ€™s a sir there no maâ€™am there,0
@HELL77,I really hope that lady is a man and not a lady.,1
@Jhas14ducks,Ben Shapiro may be a bit of a bellend sometimes and may be a bit cocky but 1. Heâ€™s pretty funny to watch sometimes and 2. Ngl he isnâ€™t always wrong,1
@3runjosh,the black dude is the biggest woman in the room,1
@tellydianadayondon6534,The only sane person in this table is BS haha...,0
@tigerlily48,Hahaha you cut that out or you will send to hospitals hahaha,0
@activate43,"you are gay, staaay on that veeerrrryyy wiiiiiiiiide spectrum of gayness you are standing on... dont insist penised peopel to be women because it is fraud..",1
@jaesall3519,The ninja seating on the left have been brainwashed,1
@gavinnewscum,WTF kind of dude pretends to be a woman. Enough of this perverted nonsense.,1
@dashingelsewhere,"""You knew that saying that would be egregiously insulting""...just like Hamas knew that Israel would retaliate when they carried out the October 7 attack",1
@cameronfolkestad6351,Queen shit,1
@jasonwong7140,"This ""woman"" still got that testosterone.",1
@jasonwong7140,"""so what're your genetics, Mrs. Doubtfire?"" ðŸ˜‚",0
@benjaminwhite3422,God I would pay good money to see Zoey fight ShepiroðŸ˜‚,1
@aba100able,The guy who was dressed like a woman got so upset...,0
@monsterenergymayonaise2222,Gender is irrelevant to biology and sex. Gender is social. You address people socially.,0
@monsterenergymayonaise2222,Gender is irrelevant to biology and sex. Gender is social. You address people socially.,0
@exclusive_148,disgusting devils.  Absolutely disgusting.,1
@angryboxingfan,"To be fair youâ€™re rude so you should go home in an ambulance. 

Wtf did I just watch.",1
@angryboxingfan,"Being transgender is the bravest thing you can do lol wonder what policemen , firemen , lifeguards ect think of that comment.",0
@nathandiefenbach1274,Shapiro is such a smarty shit,1
@MontourR,Ben Shapiro is right with this one,0
@Pswaggy11,Agreed with Ben itâ€™s basic 5th grade science on the chromosomes and boy and girl dates to preschool,1
@sergeantmason,Whats the mans problem,0
@yeehawbabey3044,Need ben shapiro to get the shit kicked out of him in a cage match w this lady. Talk shit get hit bitchboy!!,1
@mikerosner-e2x,He (Caitlyn) doesn't deserve the award and he isn't brave. Anybody who disagrees with Ben is a wimp and doesn't understand male/female including Caitlyn Jenner.,1
@mikerosner-e2x,Ben was the only one who didn't take this whole thing seriously,0
@z0mbsZ.232,you can debate all you want but be fucking respectful. someone needed to remind him of basic manners and put him in his place,1
@PerQuelo3731,everyone's a woman until you need a man,0
@jimweights8908,Proved he is a man with that ambulance comment!,0
@annasymons2173,"these comments ainâ€™t it, if you repeatedly disrespect someone you shouldnâ€™t be surprised when they lash out and defend themselves. good for zoey!!",0
@VolerHock,Whyâ€™d they even invite this dumb ass to sit in on a good conversation. Ben Shapiro is as childish as he looks and sounds,1
@kennedyandjory,Yall acting like the average person off the street couldn't beat the shit out of Ben Shapiro. He's built like a 7 year old.,1
@briankwest,Ben deserved that for his behavior.,1
@markk7082,Godlike,0
@morgan0__o,she's so real for this,0
@sydtf,funny as hellðŸ˜‚,0
@SolidusGabriel,Fuck Ben Shapiro,1
@Beberle675,"""Facts dont care about your feelings."" I love it.",0
@joeme,"The debate is simple, what do the chromosomes say your gender is?
Thos are the sports you play in, the locker room you change in and the bathroom you use.

If you feel you need special treatment and privilages because your head tells you that you are not the gender your chromosomes say you are, tough.

I don't get any special treatment choices I make in life, neither should anybody else.",1
@sixfeetunder0105,Yeah zoe doesnt like facts and he is being agressive with his intimidating testosterone.. great example,1
@beebeebuzz2743,Shapiro was surrounded by idiots,1
@dane.5360,"""a certain kind of male"" -Dr. Drew",0
@evgenyzak2035,â€œSheâ€_x009d_ kept maleâ€™s aggression either.,1
@youknownada2326,"""Saying that to Zoe"". ðŸ˜‚ðŸ˜‚. I don't see no Zoe.",0
@grantchampaign,Iâ€™m sorry what the fuck did he mention Klinefelterâ€™s Syndrome for? ðŸ˜‚,1
@drrayl,Wait Zoey was on married with children no?,0
@RichardWorkman-k1e,"Truth hurts the power is either on or off , it is either light or dark",0
@Anonolpf,Shapiro still looked him in his eyes while he threatened him and didnâ€™t budge an inch,0
@KnoWareMan03,"""Nigga if you don't get cho' fuckin hands off me!!!""- Denzel Washington

ðŸ«¡",1
@AffinityAfflictionMusic,Zoey is Owen Wilson if he became transgender,1
@Hoggler,"As a chaser, I love Hazel Tucker, Shiri, Blaire White... like passing, you know ðŸ˜_x008f_ 
Not some drag bully... just saying",1
@Baketoast,"dude with the black glasses, What a square HE is",0
@raymaharaj4502,Zoey? Demonic......,1
@MarcoAntonio-wn3qi,Imagine if it was him. It would be chaos.,0
@h3nk3r39,So if some one say a biological male is a male. Is rude and inappro but if another person say if you continue like that you ill be going home in an ambulance. all people just pretend hear nothing,0
@Tyler-hs9eu,"Ben: explains basic biology

Other guy: im not down with that",0
@Leggy_Lines88,"ðŸ˜‚""YOU DON'T GO HOME IN AN AMBULANCE..!!YOU GO TO HOSPITAL ðŸ¤£ðŸ¤£ðŸ¤£",0
@societyizbroken9723,He got man handled ðŸ˜‚,1
@Striker885,This is the 'man' that calls for war. Scard so bad he siezed up and became wet between his legs ðŸ˜‚,1
@mtrichie111,"Correct me if im wrong, but im 103% (+/- 3%) sure that Zoeys a dude",1
@zeemusry11,These damn things & their obsession to be validated for being disgusting.. foh ðŸ˜‚ðŸ˜‚ðŸ˜‚ if you have a penis. Youâ€™re not a woman..,1
@evulith3993,"I really cant understand why they bashed on ben, the transgender person overstepped a line there.",1
@williamoleary9330,That man should of been kicked off that show when he put his hands on Ben,1
@williamoleary9330,There are only two genders,0
@williamoleary9330,How was this man not arrested for what he did to Ben?,1
@PInk77W1,Such a manly woman,1
@Litro740,"This is a perfectly valid response, fascism must be threatened at all costs.",1
@Fishing_n_lifting,That wasnt very lady like zoey you naughty male mebrane  ðŸ˜‰,1
@Sandshark17,The true test for being trans or not should be if they put Rocky Horror Picture Show hands on the back of your neck and you feel threatened or not... First time i ever felt bad for Shapiro...,0
@jgdeleonp,"It scary how he is grabed by that she-man, you can tell there was true intention behind that threat",1
@maureenm8462,That she man is still a man in a frock with a man voice and build. real trans people would have gone through surgery to look like a female and lower their voice.,1
@PoppyPDPF,"A real lady doesnâ€™t behave like this ðŸ˜‚, these individuals all knew Ben was right and didnâ€™t have the BALLS to say anything.",1
@asenathjewels2232,THAT GUY IS VERY TROUBLED!,1
@roscoemahaffey1533,Quit thinking trans is brave!,1
@mobgaming7706,"that's what you get when you are short and do not workout, he got threatened by a trans ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",1
@jamilahtate2236,"I,m with Shapiro",0
@OvernightCountFraud2024,â€œLay off me Iâ€™m starvingâ€_x009d_ - Chris Farley,1
@TheSnoozeFox,This is how conservatives are treated constantly but we are somehow the evil ones,0
@SuperGoldeneye1,Not a good look for the transgender movement,0
@dansmith6631,Zoe has mental issues. He needs help....,1
